"de","en"
"4 vom Verbindungsstück 10 getrennte und um den Drehwinkel 20 um die Hauptachse 18 verdrehte Betätigungsgriff 7 ist im Bereich des hinteren Endes 17 im Schwenkgelenkteil 11 zwischen zwei Schenkeln 30,31 einer Haltegabel 32 über Axialstifte (nicht dargestellt) abgestützt.","4 and rotated about the main axis 18 by the angle of rotation 20, is supported in the region of the rear end 17 in the swivel joint 11 between two legs 30, 31 of a holding fork 32 by means of axial pins (which are not shown)."
"Im dargestellten Ausführungsbeispiel ist die Trägerschale 11 eben, die Anschlageinrichtung 18 dagegen schalenartig ausgeführt.","In the illustrated embodiment the support shell 11 is planar while the stop device 18, on the other hand, is shell-shaped."
"Erfindungsgemäß weist nun einer der zumindest einen zweiten Teilnocken einen axialen Ansatz auf, der zumindest einen Teil des Lagerinnenrings ausbildet.","According to the invention, one of the at least one second part cam then comprises an axial attachment which forms at least one part of the bearing inner ring."
"Der Sitz steht nachfolgend für den Einbau in das Kraftfahrzeug bereit.","The seat is subsequently ready for installation in the motor vehicle."
"Um zu zeigen, dass ein Antikörper spezifisch nur an das gewünschte Zielprotein bindet, eignen sich am besten auf Zellkulfur-basierende Tests mit anschließendem Western Blot (verschiedene Variationen sind z.B. in "" Current Protocols in Proteinchemistry"", John Wiley & Sons Ltd., Wiley InterScience, beschrieben).","Assays based on cell culture with subsequent Western blotting are most suitable for demonstrating the fact that an antibody binds specifically only to the desired target protein (various variations are described, for example, in “Current Protocols in Proteinchemistry”, John Wiley & Sons Ltd., Wiley InterScience)."
"Die Kammern weisen dann seitliche Führungsnuten auf zur einschiebbaren formschlüssigen Aufnahme der Längskanten von mindestens zwei beabstandeten Zungen am Kontaktfedersatz, wobei die Zungen Kontaktfedern tragen und am freien Ende Drahtanschlussmittel, vorzugsweise Schneidklemmen aufweisen sowie am inneren Ende durch einen Steg verbunden sind und wobei sich mindestens die Drahtanschlussmittel, die Kontaktfedern und der Steg in Bestückungsrichtung hintereinander, wenigstens angenähert fluchtend, zwischen den Längskanten der Zungen befinden.","Preferably, the chambers exhibit lateral guide grooves for the form-fitting accommodation of the longitudinal edges of at least two spaced tongues on the contact assembly, wherein the tongues carry contact springs, and exhibit wire connecting means, preferably insulation-piercing connecting devices, at the free end, and are connected on the inside end by a web, and wherein at least the wire connecting means, the contact springs and the web are located one in back of the other in the assembly direction, in at least an approximately flush manner, between the longitudinal edges of the tongues."
"Die reflektierenden Flächen der Reflektoren können glatt ausgebildet sein.","The reflecting surfaces of the reflectors may be smooth."
"Mit anderen Worten erstrecken sich der innenliegende Bereich und der außenliegende Bereich in Querrichtung über den Randbereich hinweg, so dass sie den Randbereich genauso wie den Kernbereich zwischen sich einschließen.","In other words, the internal region and the external region extend beyond the peripheral region in the transverse direction, such that they enclose the peripheral region as well as the core region between one another."
"Beispiele für zusätzliche Proteine oder synthetische Polymere sind BSA, HSA, Hämoglobin, Casein und PEG, wobei BSA bevorzugt ist.","Examples of additional proteins or synthetic polymers are BSA, HSA, hemoglobin, casein and PEG, with preference for BSA."
"Für 0.1 % Masse erreicht das Geschwindigkeitsmaximum immer noch 62 m/s.","The velocity maximum still reaches 62 m/s for 0.1% Maß ."
"Die Wellen 4, 5 sind im Bereich der Seitengestelle 1, 1' mit Haltescheibensegmenten 20 fest verbunden, die radiale Hebel bilden.","In the region of the side frames 1,1' the shafts 4, 5 are securely connected with holding disk segments 20, which form radial levers."
"Ferner können die erfindungsgemäßen optischen Elemente als Raumteiler verwendet werden.","The optical elements of the invention can also be used as partitions."
"Kombination nach einem der Ansprüche 1 bis 3, dadurch gekennzeichnet, dass sie aus zu einer Maschenstruktur verschweißten einzelnen Filamenten (2) besteht. Kombination nach einem der Ansprüche 1 bis 3, dadurch gekennzeichnet, dass sie aus einem Maschengeflecht einzelner Filamente (2) besteht.","mesh braiding of individual filaments. The implant according to claim 6 wherein each filament comprises individual strands worked into a rope-like structure. The implant according to claim 1, further comprising at least one marker disposed at the distal end of the mesh structure."
"Eine solche Abdeckung ist aus der DE-A-2 646 395 bekannt.","A cover arrangement of this kind is known from my German Patent No. 2 646 395."
"In jedem Fall sind C₁ bis C₄-Alkylgruppen, insbesondere C₁- und/oder C₂-Alkylgruppen bevorzugt.","In every case preference is given to C1 - to C4 -alkyl groups, in particular C1 - and/or C2 -alkyl groups."
"Die Produktausschüttung wird unterbrochen, wobei durch das Fenster 12d der Wert ablesbar ist, der noch auszuschütten wäre, dass die voreingestellte Dosis komplett ausgeschüttet sein würde.","The delivery of product is interrupted, wherein the value which can be read off through the window 12 d is the value which would still have to be delivered for the pre-set dosage to be completely delivered."
"Dabei wird der Gehäuseblock des Rastelementes beispielsweise mittels eines Spannstiftes in der jeweiligen Aufnahmebohrung feststehend fixiert.","The housing block of the locking element is fixed stationarily in the respective mounting hole, for example, by means of a spring-type straight pin."
"Dies könnte beispielsweise mit einer relativ großen Magnetspule und einem relativ hohen Betätigungsstrom erreicht werden.","This could be achieved, for example, by means of a relatively large magnetic coil and a relatively strong actuating current."
"Im einzelnen sind drei Einrichtungen 11 bis 1n zur Erzeugung niederfrequenter Signale, drei optische Sender 21 bis 2n, ein wellenlängenselektiver optischer Multiplexer 3, ein optischer Koppler 4, ein Photodetektor 5, ein Verstärker 6, ein Mischer 7, eine Einrichtung zur Bestimmung einer Amplitude 8, eine Steuereinrichtung 9 und ein Schalter 10 vorhanden.","As to detail, there are extant three devices 11 to 1 n for the generation of low frequency signals, three optical transmitters 21 to 2 n, a wavelength selective optical multiplexer 3, an optical coupler 4, a photodetector 5, an amplifier 6, a mixer 7, a device for determining an amplitude 8, a control device 9, and a switch 10 ."
"Einrichtung zur Analyse atomarer und/oder molekularer Elemente mittels wellenlängendispersiver, röntgenspektrometrischer Einrichtungen, umfassend wenigstens eine eine Multilayerschicht aufweisende Spiegel- oder Fokussierungseinrichtung, insbesondere bei einem solchen Verfahren, bei dem von einer zu analysierenden Probe durch einfallende primäre Röntgen- oder Elektronenstrahlen induzierte Fluoreszenzstrahlung vor Auftreffen auf einem Meß- oder Analysedetektor auf die Spiegel- oder Fokussierungseinrichtung geleitet wird, dadurch gekennzeichnet, daß die flächenförmige Multilayerschicht (12) durch wenigstens ein Schichtenpaar (13 1, 13 2) aus einer Lanthanschicht (La-Schicht) und einer Borcarbidschicht (B 4 C) gebildet wird.","What is claimed is: device for the analysis of atomic and molecular elements by way of wavelength dispersive, x-ray spectrometric structures, comprising at least one mirror or focussing device including a multi-layer structure, onto which fluorescence radiation generated by primary x-rays or electron beams from a sample to be examined is directed, said multi-layer structure consisting of at least a lanthanum layer (La layer) and a boron-carbide layer (B 4 C layer) forming a layer pair."
"Im Falle eines Touchscreens als Bedieneinrichtung 110 umfasst so die Anzeigeeinrichtung 140 die eigentlichen bildgebenden Elemente, wohingegen die Bedieneinrichtung neben diesen auch die berührungsempfindlichen Sensorelemente sowie die zugehörige Schaltung zur Bestimmung eines oder mehrerer Punkte auf Basis der Signale der Sensoren umfasst.","In the case of a touchscreen as the operating means 110, the display means 140 thus includes the actual imaging elements, whereas the operating means apart from the same also includes the touch-sensitive sensor elements and the associated circuit for determining one or several points on the basis of the signals of the sensors."
"Zudem erweist sich das Flüssigphasen-Verfahren als vorteilhaft gegenüber den GasphasenVerfahren des Stands der Technik, da insbesondere energetische und verfahrenstechnische Vorteile erzielt werden (kein Verdampfungsschritt für das Edukt, kein Kondensationsschritt für den Reaktoraustrag).","In addition, the liquid-phase process has been found to be advantageous compared to the gas-phase processes of the prior art, since, in particular, advantages in terms of energy and process engineering are achieved (no vaporization step for the starting material, no condensation step for the reactor output)."
"Ein wesentlicher Nachteil dieser Ausführungsform besteht darin, daß die seitlichen Ränder der Rückenlehne nicht mit dem Rahmen verankert werden können, weil sonst die Faltbarkeit nicht mehr gewährleistet ist.","major disadvantage of this embodiment is that the side edges of the backrest cannot be anchored to the frame because the passenger compartment could then no longer be folded."
"Es ist aber auch möglich, das Injizieren der der einzelnen Portionen durch eine Pause zu unterbrechen, in der keine Formulierung (F) eingepresst wird.","However, it is also possible to interrupt the injection of the individual portions by a pause in which no formulation (F) is forced in."
"Nach Inkubation bei 37°C wurden mehrere der entstandenen Kolonien ausgewählt und von diesen nach der Methode von Birnboim et al.","After incubation at 37° C., several of the colonies which had formed were selected and the plasmids were isolated from them using the method of Birnboim et al."
"ii) mindestens 5-fach relativ zu von PSC abgeleiteten Hepatocyten, die mit HBV infiziert sind, ist, oder","ii) is at least 5 fold relative to PSC-derived hepatocytes infected by HBV, or"
"Bevorzugt gilt für Verbindungen, welche als Matrixmaterial für phosphoreszierende Emitter verwendet werden, dass die verbrückenden Gruppen X gleich oder verschieden ausgewählt sind aus C(R 1) 2 und NR 1, wobei eine oder mehrere Gruppen X gleich NR 1 sind und wobei R 1 wie oben definiert ist und besonders bevorzugt eine elektronenarme Heteroarylgruppe darstellt, z. B. Triazin, Pyrimidin, Pyrazin, Pyridin oder Imidazol.","For compounds which are used as matrix material for phosphorescent emitters, it is preferred for the bridging groups X to be selected, identically or differently, from C(R 1) 2 and NR 1, where one or more groups X are equal to NR 1 and where R 1 is as defined above and particularly preferably represents an electron-deficient heteroaryl group, for example triazine, pyrimidine, pyrazine, pyridine or imidazole."
"Hierdurch wird eine effizientere Gasströmung durch die im Ofeninnenraum vorhandene Schrottsäule und auch ein optimaler Schutz der Graphitelektroden gewährleistet.","Thereby assuring a more efficient gas flow through the scrap column present in the furnace interior and also the optimum protection of the graphite electrodes."
"Abgesehen davon sind Schweißarbeiten immer umweltbelastend.","Apart from this, welding operations always pollute the environment."
"Hierdurch ist eine besonders kleine Baugröße der Verriegelungsvorrichtung möglich.","This ensures a particularly small size of the locking device."
"Im Unterschied zur Anordnung der Fig.","In contrast to the assembly of FIG."
"Verfahren nach einem der Ansprüche 8 bis 13, dadurch gekennzeichnet, dass der Vorgang wenigstens einmal bei einer geänderten zweiten Soll-Einstellung der Bremseinrichtung (8) wiederholt wird, wobei anhand jeder gemessenen Ist-Auslaufzeit oder jeder bestimmten gemittelten Ist-Auslaufzeit die Bestimmung der jeweiligen Ist-Einstellung erfolgt.","Method according to claim 8, wherein the procedure is repeated at least once at a changed second target setting of the braking device, wherein the determination of the respective actual setting is performed on the basis of each measured actual rundown time or each determined average actual rundown time."
"Erfassen mindestens eines Spitzenwerts in dem bestimmten Energieverzögerungsprofil mittels einer Spitzenwert-Erfassungseinrichtung;","detecting at least one peak value in the determined power delay profile;"
"Bei den Fäden kann es sich insbesondere um Schußfäden und um Kettfäden handeln.","In particular, the threads can be woof threads and warp threads."
"Das Gelenk 32 dient dazu, das rechte Gehäuse 18 und damit das innerhalb von ihm angeordnete z.B. zweite (phased) 4-Element-Spulen-Array der RF 8-Kanal Oberflächenspule so gut wie möglich an die Kontur der anderen Seite des zu untersuchenden Teiles des Körpers angenähert wird.","The right joint 32 makes it possible for the right housing 18, and thereby also for the, for example, second phased 4-element coil array of the RF channel surface coil, which is arranged inside the right housing 18, to be moved as close as possible to the contour of the other side of the part of the body of a patient to be examined."
"Bevorzugte Prokaryonten sind ausgewählt aus Escherichia coli, Bacillus subtilis.","Preferred prokaryotes are selected from Escherichia coli, Bacillus subtilis ."
"Zu diesen Verlustleistungen sind zudem auch noch thermische Verluste hinzu zu rechnen, da die Betriebstemperaturen von etwa mehr als 250 °C bzw. von mehr als 500 °C nicht nur einen hohen Versorgungsaufwand zur Bereitstellung der aus elektrischer Energie gewonnenen thermischen Energie bedeuten, sondern ebenfalls einen hohen Isolationsaufwand erfordern, um die thermischen Verluste möglichst gering zu halten.","Added to these power losses, moreover, are also thermal losses since the operating temperatures of approximately more than 250° C. or of more than 500° C. mean not only a high supply cost for providing the thermal energy which is produced from electric energy but also require a high insulation cost in order to minimize the thermal losses as far as possible."
"Die erfindungsgemäßen Stoffe sind bevorzugt Hemmer der Thromboxansynthese und stimulieren gleichzeitig die Prostacyclinsynthese.","The substances according to the invention are preferential inhibitors of thromboxane synthesis and at the same time stimulate the synthesis of prostacyclin."
"Gerade in Bereichen der Wundversorgung und bei vielen Desinfektionsanwendungen, wäre ein vollständiger Abbau und die Inaktivierung von Proteinen, Enzymen oder Nukleinsäuren schädlicher Mikroorganismen sinnvoll.","It is precisely in the fields of wound dressing and in many disinfecting applications that a complete breakdown and inactivation of proteins, enzymes, or nucleic acids of harmful microorganisms is expedient."
"Darüber hinaus betrifft die Erfindung ein Feldgerät mit mindestens einem Signalausgang und mit mindestens einer Steuerkomponente.","Furthermore, the invention relates to a field device having at least one signal outlet and at least one control component."
"Der erste Schenkel 30 weist auf seiner der Glasplatte oder Klarsichtkunststoffplatte oder dem Passepartout oder dem Bild abgewandten Außenseite eine hinterschnittene Nut 36 auf, die bspw. als T-Nut oder schwalbenschwanzförmige Nut ausgebildet sein kann.","The first leg 30 has a groove 36, which can be formed, for example, as a T-groove or dovetail-shaped groove, cut in the rear on the outer side facing away from the glass plate or transparent plastic plate or passe-partout or picture."
"R und R 1 unabhängig voneinander einen Kohlenwasserstoffrest von 1 bis 20 C-Atomen, vorzugsweise 1 bis 6 C-Atomen,","The phosphorus-modified epoxy resin as claimed in claim 11, wherein R and Rl independently of one another are a hydrocarbon radical having 1 to 6 carbon atoms,"
"Kondensation von Nitroalkanen mit Glyoxalsäure, Reduktion der Nitrogruppe und nachfolgende Überführung der Säure in das Amid (K.X. Chen, J.Med.","Condensation of nitroalkanes with glyoxalic acid, reduction of the nitro group and subsequent conversion of the acid to the amide (K. X. Chen, J. Med. Chem. 49, 567, (2006); ibid. 995):"
"Dabei sind die Entfernungsunterschiede zwischen Messgerät und Messobjekt nicht derart gross wie bei satellitengestützten Systemen und die Messgenauigkeit bei einer Positionsmessung von einer Gebäudewand zu einem Kran bzw. zu dessen Last ist ausreichend gut.","The range differences between measuring instrument and measured subject are thereby not as great as in satellite-supported systems, and the measuring precision is adequately good given a position measurement from a building wall to a crane or, respectively, to its load."
"5 zeigt ein Ausführungsbeispiel eines Trag- und Treibmittels 11 mit einem zweilagigen Zugträger 1 pro Rippe 14.","5 and 5A show an example of embodiment of a supporting and drive means 11 with one double-layered tensile carrier 1 per rib 14 ."
"Bestrahlungsvorrichtung nach einem der Ansprüche 1 bis 3, dadurch gekennzeichnet, daß es sich bei den Lichtquellen (10, 11) um UV-LED-Bestrahlungseinrichtungen handelt.","The lightray treatment device in accordance with claim 1, wherein the light sources are UV LED lightray treatment devices."
"Beispielsweise sind die zwei ersten Ablenkeinheiten des ersten Ablenkelements plattenförmig ausgebildet und bilden ein Ablenkplattenpaar.","For example, the two first deflection units of the first deflection element are plate-shaped, and form a pair of deflector plates."
"Bei 44 ist schematisch das Erdreich angedeutet, in dem sich der Tank 20 befindet.","Reference numeral 44 diagrammatically indicates the ground in which the tank 20 is located."
"die Kombination aus Fluenz und Fokuslage; oder","the combination of fluence and focal position; or"
"Man gibt diese Gegenmittel zusammen mit den Herbiziden oder auch unabhängig davon auf die Pflanzen, in den Boden, in dem die Kulturen wachsen oder man behandelt die Samen mit dem Gegenmittel.","These antidotes, either together with the herbicides or also by themselves, are applied to the plants or incorporated in the soil in which the plants grow, or they are used to treat the seeds of the plants."
"Für die abtrennbaren Flächenelemente gilt das Minuszeichen.","The minus sign applies to the disconnectable area elements."
"Mit Hilfe einer nicht näher dargestellten Verstelleinrichtung, die beispielsweise über einen seitlich am Sitzträger 3 angeordneten Betätigungsknauf bedienbar sind, werden die Leisten 17 zum Ändern der Sitztiefenverstellung in Öffnungsrichtung 19 voneinander wegbewegt.","By means of an adjusting device (not shown in any detail), which is operable, for example, by means of an actuating button that is located to the side of the seat support 3, the strips 17 are moved apart in the opening direction 19 for modifying the seat depth adjustment."
"Dieses Filter 21.3 kann als Tiefpaßfilter oder als Bandpaßfilter in Analog-Technik ausgebildet sein.","This filter 21.3 may be constructed as a lowpass filter or as a bandpass filter in analog technology."
"Durch Drehung der zwischen zwei Flanschen eingesetzten Verschließvorrichtung 28 wird die Durchlaßöffnung 29 über die ringsegmentförmigen Öffnungen 8 der Abdeckplatte 7 gebracht.","By rotating the closing device mounted between two flanges, the opening 29 is moved to above the ring segment shaped opening (aperture) 40 in the cover plate 7'."
"Dabei steht Z für ein einwertiges Kation, vorzugsweise eines Alkalimetalls oder ein Äquivalent eines mehrwertigen Kations und X für Halogen, vorzugsweise Chlor oder Brom.","In these formulae, Z is a monvalent cation, preferably an alkali metal cation, or one equivalent of a polyvalent cation, and X is halogen, preferably chlorine or bromine."
"Bei einer so niedrigen Drehzahl ist die auf einem Durchmesser von etwa 500 mm liegende Übergabe des Hydraulikmediums vom feststehenden Teil der Lünette auf den umlaufenden Teil bezüglich der Dichtungselemente beherrschbar.","For such a low number of revolutions the transfer of the hydraulic medium from the stationary portion of the center drive support to the rotating portion for a diameter of approximately 500 mm is still controllable with respect to the sealing elements."
"In der nachfolgenden Beschreibung werden Ausführungsbeispiele der Erfindung anhand der prinzipienhaften Zeichnung näher erläutert.","Embodiments of the invention will be described in the subsequent description with reference to the schematic drawings."
"Figur 1 ein Systemschaubild;","FIG. 1 shows a system diagram."
"Gemäß der Erfindung werden pharmazeutische Zusammensetzungen geschaffen, die eine Verbindung der Formel I oder deren pharmazeutisch verträgliche Salze, zusammen mit einem pharmazeutisch verträglichen Verdünnungsmittel oder Träger enthalten.","Pharmaceutical formulations which contain a compound of the formula I or pharmaceutically acceptable salts thereof, together with a pharmaceutically acceptable diluent or excipient, are provided according to the invention."
"Dies ist mit herkömmlichen Tablettiermaschinen nur mit einem geringen Zeitfenster möglich.","With conventional tableting machines, this is only possible with a small time window."
"wobei der Stapel aus alternierenden Materialien mindestens eine dielektrische Schicht enthält, und","wherein the stack of alternating materials includes at least one dielectric layer, and"
"Der Katalysator wird abfiltriert und mit 17 L Dimethylformamid gewaschen.","The catalyst is filtered off and washed with 17 L dimethylformamide."
"Zusätzlich ist eine Maskierungsschaltung 21 angeordnet, die über die Taktleitung 10 mit der Taktschaltung 8 und über die erste Steuerleitung 14 mit der Steuerschaltung 9 verbunden ist.","In addition, a masking circuit 21 is provided which is connected via the clock line 10 to the clock circuit 8 and via the first control line 14 to the control circuit 9 ."
"Zur Erfassung der Drehzahl n R des angetriebenen Rades 15 dient der Sensor 16, dessen Drehzahl-Signal über die Signalleitung 17 einem Signaleingang 18 der Getriebesteuerung 18 zugeführt ist.","For the measurement of the speed of rotation nR of the driven wheel 15, there is a sensor 16 whose speed signal is conducted via the signal line 17 to a signal input 19 of the transmission control apparatus 18."
"Da die Fäden in der Regel nur eine Breite von 0,5 - 1,5 mm aufweisen, ist ein registergenaues Schneiden der Folie zum Druckbild im allgemeinen mit einem hohem Aufwand verbunden.","Since the threads generally have a width of only 0.5-1.5 mm, great effort is usually required to cut the film in register with the printing."
"Dies ist beispielsweise dann gegeben, wenn in hochviskosen Medien gemessen wird, in Gel-Matrizes oder Gewebeverbänden, unter Verwendung fester Phasen oder unter Beteiligung sehr großer Molekül-Komplexe oder Zellen.","This is the case, for example, if measurement takes place in highly viscous media, in gel matrices or tissues, using solid phases or with very large molecular complexes or cells involved."
"bevorzugt für eine der Gruppen steht,","CKE represents one of the groups"
"Der untere Laufring wirkt mit einem Innenring zusammen, welcher längsverschiebbar auf der Achse gehalten ist.","The lower running ring cooperates with an inner ring which is held longitudinally displaceably on the shaft."
"Dies erfordert wiederum einen Eingriff in die in dem Gehäuse angeordnete Elektronik.","This again calls for intervention in the electronics arranged in the housing."
"Damit ist eine gleichmäßige Behandlung der mit dieser Laserstrahlung beaufschlagten Hautstelle gewährleistet.","This ensures a uniform treatment of the skin area acted upon by this laser radiation."
"Flüssige Brennstoffe 154 werden kopfseitig und zentral resp. quasi-zentral eingedüst 154a; gasförmige Brennstoffe 153 hingegen über eine Anzahl von in die Drallschaufeln 156 integrierte Öffnungen 153a.","Liquid fuels 154 are injected at the head end and centrally or quasi-centrally at openings 154 a. Gaseous fuels 153, on the other hand, are injected by means of a number of openings 153 a integrated into the swirl vanes 156 ."
"Im allgemeinen verfährt man so, daß man das feste Diketen aufschmilzt, zu der auf 80 bis 85°C erwärmten wäßrigen Lösung eines Schutzkolloids zufügt und die Mischung unter Einwirkung von Scherkräften homogenisiert.","The general procedure is as follows: the solid diketene is melted and added to an aqueous solution of a protective colloid heated at 80°-85° C., the mixture being homogenized by the application of shearing forces."
"Anstelle der Kippmulde ist auch eine andere Vorrichtung zum Wegbefördern des aus dem Wabenband herausfallenden Niederschlages denkbar, beispielsweise eine im Querschnitt V-förmige Mulde, wobei die Seitenwände dieser Mulde zu den einander gegenüberliegenden, vertikal stehenden Trumms des Wabenbandes geneigt sind, die in ihrem Grunde kreisförmigen Querschnitt hat, und eine Schnecke enthält, die den Niederschlag in einen Schlauch einspeist, der mit einem Aufnahmebehälter verbunden ist.","sacks. Instead of the tipping basin, other devices for the removal of the precipitate settling out of the honeycomb band are conceivable, such as, for example, a basin which is V-shaped in cross-section whereby the sidewalls of this V shaped basin are inclined to the vertically-standing endpiece of the honeycomb bands which lie opposite one another."
"Fig. 11 eine Schnittansicht zu Fig. 10 .","FIG. 11 shows a sectioned view of FIG. 10 ."
"Die Bestimmungsvorrichtung 100 umfasst einen Zeitkorrelator in Form eines sättigbaren Absorbers 5, in dem von einem ersten und einem zweiten Laser 1a, 1b erzeugte erste und zweite Pulse 11, 12 überlagert werden.","The determination device 100 comprises a time correlator in the form of a saturable absorber 5 in which first and second pulses 11, 12 generated by a first and a second laser 1 a, 1 b are overlaid."
"Diese weisen ein Array planarer Spulen auf, die einzeln an- oder abgeschaltet werden können.","These comprise an array of planar coils, which can be switched on or off individually."
"Es kann vorteilhaft sein, den abstrakten Syntaxbaum vor der Ausführung in ein für die In-Memory Ausführungsumgebung brauchbares Format umzuwandeln.","It may be advantageous, if the abstract syntax tree, prior to the execution, is converted into a format suitable for the In-Memory environment."
"Insbesondere ist die Abräumöffnung derart verstellbar, dass die Höhe des jeweils untersten Punkts des freigegebenen Teils der Abräumöffnung einstellbar ist.","In particular, the removal opening is adjustable in such a manner that the height of the respective lowermost point of the released part of the removal opening is adjustable."
"Ebenso, weist eine Einrichtung 250 zum Vergleichen, die ausgebildet ist, das nicht-modifizierte Testtonsignal 270 mit dem modifizierten Referenztonsignal 246 zu vergleichen, keinen variablen Abtaster 234 auf.","In the same way, a means 250 for comparing, which is formed to compare the unmodified test sound signal 270 to the modified reference sound signal 246, has no variable sampler 234 ."
"Ein gattungsgemäßer Nehmerzylinder für eine hydraulische Kupplungsbetätigung für Kraftfahrzeuge ist aus der DE 43 22 969 A1 bekannt.","slave cylinder for a hydraulic clutch actuation system for motor vehicles is known from DE 43 22 969 A1."
"In eine Suspension von 143,3 g (0,78 Mol) in 600 ml absolutem Methanal wird unter Kühlung ein H Cl-Strom bis zur Sättigung geleitet.","An HCl stream is led under cooling into a suspension of 143.3 g (0.78 mol) in 600 ml absolute methanol until saturation."
"Diese sind bezogen auf einen Teilkreisdurchmesser 23 mit gleicher Teilung T am Umfang des Förderkettenrades 14 angeordnet.","These are arranged, with reference to a pitch circle diameter 23, with the same pitch Tat the circumference of the conveying chainwheel 14 ."
"Sie wird in einem beheizten Kalander geglättet, der aus einer Stahl- und einer Baumwollwalze besteht, die bei einer Temperatur von 140°C mit einem Liniendruck von 35 kg/cm gegeneinander angestellt sind.","It is smoothed in a heated calendar which consists of a steel and a cotton cylinder which are set against each other at a temperature of 140° C. with a line pressure of 35 kg/cm."
"Es entsteht mittig, an der Ansaugöffnung ein Unterdruck.","A vacuum is created in the middle at the suction opening."
"Die Verstärkungsstege 30 gehen in einen zentralen Verbindungsbereich 34 ineinander über.","The reinforcing webs 30 merge into one another in a central connecting region 34 ."
"Der dem Kältemittelkreislauf 16 zugeordnete Kaltkopf 17 ist im Falle der Ausführungsform gemäß FIGUR 6 im Strutmodul 5, im Falle der Ausführungsform gemäß FIGUR 7 im Azimuthmodul 4 des Podantriebs 1 angeordnet.","The cold head 17, which is associated with the coolant circuit 16, is arranged in the strut module 5 in the case of the embodiment shown in FIG. 6, and is arranged in the azimuth module 4 of the pod propulsion system 1 in the case of the embodiment shown in FIG. 7 ."
"Die erfindungsgemäßen Azoverbindungen können in Form ihrer freien Säure und bevorzugt in Form ihrer Alkalisalze, insbesondere der neutralen Salze, vorliegen.","The azo compounds according to the invention can be present in the form of the free acid thereof and preferably in the form of the alkali metal salts thereof, in particular the neutral salts."
"Solche Pick-UPs haben jedoch den Nachteil, dass in der Regel nur Arbeitsbreiten von etwa 2 bis 3 Metern realisierbar sind, ohne bei unebenen Bodenverhältnissen einen erheblichen Schmutzeintrag oder zu hohe Rechverluste zu erzeugen.","However, the disadvantage of these pick-up's is that usually only operating widths of between about 2 to 3 meters can be accomplished without risking considerable dirt ingress or excessive raking losses as the machine travels on uneven ground."
"Die asymmetrische Reduktion zu den Verbindungen der allgemeinen Formel (X) erfolgt im allgemeinen in einem der oben aufgeführten Ether oder Toluol, vorzugsweise Tetrahydrofuran und Toluol.","The asymmetric reduction to the compounds of the general formula (X) is generally carried out in one of the abovementioned ethers or toluene, preferably tetrahydrofuran and toluene."
"Es besteht daher gerade beim Einsatz von 2K- oder Mehrkomponenten-Beschichtungsmitteln der Wunsch einer langen Verarbeitungs- beziehungsweise Topfzeit bei jedoch gleichzeitig verbesserter Trocknung und rascher Härteentwicklung des aufgesprühten Lackfilms.","It is therefore precisely when 2C or multicomponent coating media are used that it is desirable to have a long processing time or potlife, but at the same time improved drying and the rapid development of hardening of the sprayed-on paint film."
"Die Wulstpanzersegmente, welche Kreisringsektoren darstellen und gegebenenfalls einen sich längs des Kreisbogens stetig ändernden Neigungswinkel aufweisen, sind zur Realisierung eines Verstellweges oder eines Verstellabstandes derart angeordnet, daß eine horizontale Verschiebung und/oder eine Neigungsverstellung oder auch Winkelverschiebung zweier benachbarter Wulstpanzersegmente bei nahezu abgedichtetem Wulstpanzerring gewährleistet ist.","The reinforcing cladding segments representing circular ring sectors and optionally having an inclination angle changing along the arc in a continuous manner, are so arranged for obtaining an adjusting path or spacing that a horizontal displacement and/or inclination adjustment or also angular displacement of two adjacent reinforcing cladding segments is ensured with a virtually sealed reinforcing cladding ring."
"Dieses kann unmittelbar am Arbeitsschieber angebracht werden.","The latter can be fitted directly on the operating slide."
"Der prinzipielle Aufbau eines Bohrwerkzeugs der gattungsgemäßen Art, d.h. einer Bohrkrone zur Herstellung von Durchbrüchen in Beton oder Mauerwerk, ist in den eingangs bezeichneten Literaturstellen näher erläutert.","The fundamental structure of a drilling tool of the generic type, i.e. of a drill bit for the creation of breaches in concrete or masonry, is explained in greater detail in the literary sources quoted in the introduction."
"Bekannt sind derlei Systeme auch im Bereich des Golfsports, wobei hier einem Flugsimulator gleich der Anwender auf einen real existierenden Ball einschlagen kann, wobei die im Treffmoment von entsprechenden Sensoren erfaßten Daten über Beschleunigung und Geschwindigkeit in einen nur imaginär existierenden Ball umgesetzt werden, dessen Flugbahn dann auf einer dafür vorgesehenen Leinwand angezeigt wird.","These systems are also known in the area of golf; in this area, by means of the device resembling a flight simulator, the user can strike a really existing ball, whereby the acceleration and velocity data recorded by means of suitable sensors at the moment of impact are transmitted to an imaginary ball, and the trajectory of said imaginary ball is then displayed on a screen provided for that purpose."
"Die Binärzeichen A bzw. B stellen in Fig. 1 sowohl die in einem Rahmen enthaltenen Datenzeichen als auch die Synchronisierwörter dar.","The binary characters A or B respectively represent the data characters contained in a frame and also represent the synchronization words."
"Bei diesem Steuerverfahren werden beim Einlaufen des Warmbandes in die Kühlstrecke Bandpunkte und deren Anfangstemperaturen erfasst und den erfassten Bandpunkten individuell Solltemperaturverläufe zugeordnet.","With that controlling method, points on the strip and their initial temperatures are registered when the hot strip runs into the cooling path and the registered points on the strip are individually assigned desired temperature gradients."
